8001,7352710.3103,359320.6469,2.1151,86,PVE
8002,7352709.4579,359322.7653,2.1536,91,RG 핯UA
8003,7352733.1579,359281.4053,2.1904,91,RG 핯UA
8004,7352731.8140,359283.6138,2.5145,37,DIVISA TERRENO
8005,7352731.4208,359285.5659,2.2715,37,DIVISA TERRENO
8006,7352730.4563,359285.4197,2.6693,37,DIVISA TERRENO
8007,7352736.9394,359290.3639,2.2376,37,DIVISA TERRENO
8008,7352735.3536,359294.6999,2.0407,37,DIVISA TERRENO
8009,7352737.6504,359295.4756,2.1797,37,DIVISA TERRENO
8010,7352710.5260,359320.5240,1.5310,48,GERATRIZ INFERIOR
8011,7352710.9546,359317.9016,2.0513,79,POSTE
8012,7352711.0173,359317.5092,2.0698,37,DIVISA TERRENO
8013,7352707.5140,359320.2207,2.1886,37,DIVISA TERRENO
8014,7352708.2746,359322.3499,2.1514,37,DIVISA TERRENO
8015,7352712.5596,359326.1292,2.1076,37,DIVISA TERRENO
8016,7352711.4627,359324.5159,2.1201,37,DIVISA TERRENO
8017,7352715.3067,359320.0255,2.0848,37,DIVISA TERRENO
8018,7352714.4848,359318.7960,1.9414,37,DIVISA TERRENO
8019,7352717.4750,359316.2909,1.9769,37,DIVISA TERRENO
8020,7352701.0707,359327.3062,2.0372,37,DIVISA TERRENO
8021,7352703.4504,359280.7242,2.1975,91,RG 핯UA
8022,7352694.3072,359282.5247,2.3786,37,DIVISA TERRENO
8023,7352694.2236,359283.5969,2.2557,37,DIVISA TERRENO
8024,7352704.5822,359281.7247,2.2391,37,DIVISA TERRENO
8025,7352706.2112,359281.4839,2.4222,37,DIVISA TERRENO
8026,7352671.5037,359270.7747,2.6516,37,DIVISA TERRENO
8027,7352678.3851,359271.1806,2.6388,37,DIVISA TERRENO
8028,7352680.5103,359270.9744,2.2991,37,DIVISA TERRENO
8029,7352686.6451,359271.0735,2.3488,37,DIVISA TERRENO
8030,7352686.6391,359268.4188,2.3686,37,DIVISA TERRENO
8031,7352679.9074,359272.0978,2.3288,37,DIVISA TERRENO
8032,7352678.4414,359271.8570,2.4056,80,POSTE FERRO
8034,7352700.2638,359283.1731,2.3896,37,DIVISA TERRENO
8035,7352698.1374,359297.2115,2.3265,37,DIVISA TERRENO
8036,7352704.0467,359288.1213,2.3746,37,DIVISA TERRENO
8037,7352711.6204,359282.1057,2.1972,37,DIVISA TERRENO
8038,7352697.3031,359271.4837,2.2649,37,DIVISA TERRENO
8039,7352703.4907,359271.8787,2.3123,37,DIVISA TERRENO
8040,7352705.0281,359271.9752,2.2679,37,DIVISA TERRENO
8041,7352711.1188,359272.3140,2.2589,37,DIVISA TERRENO
8042,7352704.7360,359270.3936,2.2422,37,DIVISA TERRENO
8043,7352706.6211,359252.1075,2.1799,37,DIVISA TERRENO
8044,7352704.3266,359258.2389,2.1133,37,DIVISA TERRENO
8045,7352717.7232,359267.6817,2.6384,37,DIVISA TERRENO
8046,7352717.7947,359272.7602,2.4862,37,DIVISA TERRENO
8047,7352731.0048,359273.5725,2.2950,37,DIVISA TERRENO
8048,7352717.0371,359271.5362,2.4389,79,POSTE
8049,7352712.1562,359273.2125,2.3442,91,RG 핯UA
8050,7352666.2179,359343.1242,3.1177,37,DIVISA TERRENO
8051,7352661.3529,359343.0196,3.2507,37,DIVISA TERRENO
8052,7352666.4409,359339.0170,3.3148,37,DIVISA TERRENO
8053,7352659.8567,359347.8154,3.2430,37,DIVISA TERRENO
8054,7352653.0509,359339.4705,3.4128,37,DIVISA TERRENO
8055,7352654.8788,359351.6119,3.2178,37,DIVISA TERRENO
8056,7352667.8322,359348.6633,3.3601,37,DIVISA TERRENO
8057,7352664.8421,359351.5909,3.2325,37,DIVISA TERRENO
8058,7352661.7217,359354.5642,3.3713,37,DIVISA TERRENO
8059,7352663.8831,359348.9028,3.2604,86,PVE
8060,7352649.3237,359363.3704,2.4301,86,PVE
8061,7352651.9380,359359.2040,2.7147,37,DIVISA TERRENO
8062,7352647.3463,359362.3276,2.4310,37,DIVISA TERRENO
8063,7352650.4841,359368.8386,2.3242,37,DIVISA TERRENO
8064,7352651.5353,359369.3034,2.2576,37,DIVISA TERRENO
8065,7352652.7820,359368.1933,2.3150,37,DIVISA TERRENO
8066,7352650.5744,359364.0731,2.3213,37,DIVISA TERRENO
8067,7352652.8116,359362.7342,2.7588,37,DIVISA TERRENO
8068,7352655.8957,359360.7179,2.9296,37,DIVISA TERRENO
8069,7352654.0646,359376.2693,2.1336,86,PVE
8070,7352651.0534,359372.0048,2.2685,37,DIVISA TERRENO
8071,7352650.8447,359374.2236,2.2700,37,DIVISA TERRENO
8072,7352653.3196,359376.8033,1.9845,37,DIVISA TERRENO
8073,7352649.2534,359382.9606,1.8568,37,DIVISA TERRENO
8074,7352648.9803,359386.1030,2.9723,37,DIVISA TERRENO
8075,7352655.6853,359377.2614,2.9373,37,DIVISA TERRENO
8076,7352655.5176,359376.6440,2.2534,37,DIVISA TERRENO
8077,7352649.5065,359384.5765,2.1722,86,PVE
8078,7352650.1679,359384.2104,1.9888,91,RG 핯UA
8079,7352720.3374,359224.4282,2.2350,86,PVE
8080,7352734.7791,359225.5716,1.9112,86,PVE
8081,7352734.3516,359224.8923,1.9715,37,DIVISA TERRENO
8082,7352735.7431,359225.1675,1.9628,37,DIVISA TERRENO
8083,7352721.9542,359227.9706,2.2476,37,DIVISA TERRENO
8084,7352722.4080,359225.6299,2.3940,37,DIVISA TERRENO
8085,7352723.8393,359225.8550,2.1905,37,DIVISA TERRENO
8086,7352724.1105,359224.1860,2.2040,37,DIVISA TERRENO
8087,7352721.6806,359223.3504,2.2753,37,DIVISA TERRENO
8088,7352718.4486,359227.4527,2.2806,37,DIVISA TERRENO
8089,7352719.0243,359222.8659,2.3559,37,DIVISA TERRENO
8090,7352720.2844,359223.0814,2.3195,37,DIVISA TERRENO
8091,7352743.8837,359195.3417,1.8521,86,PVE
8092,7352743.5785,359228.4994,1.7951,86,PVE
8093,7352742.6340,359228.2475,1.8204,37,DIVISA TERRENO
8094,7352737.1958,359226.6871,1.8586,37,DIVISA TERRENO
8095,7352733.9948,359225.9194,1.9497,37,DIVISA TERRENO
8096,7352730.8823,359225.2754,1.9963,37,DIVISA TERRENO
8097,7352730.1976,359223.7892,2.2448,37,DIVISA TERRENO
8098,7352736.4213,359222.7159,2.1041,37,DIVISA TERRENO
8099,7352736.2456,359218.5130,2.1185,37,DIVISA TERRENO
8100,7352743.9848,359230.0523,1.8320,86,PVE
8101,7352743.6560,359230.4293,1.8513,37,DIVISA TERRENO
8102,7352741.9410,359231.0645,1.8015,37,DIVISA TERRENO
8103,7352743.2338,359231.5615,1.6915,37,DIVISA TERRENO
8104,7352744.1794,359229.3822,1.8264,37,DIVISA TERRENO
8105,7352744.7685,359227.6788,1.8964,37,DIVISA TERRENO
8106,7352743.7138,359227.5388,1.8178,37,DIVISA TERRENO
8107,7352749.1352,359231.8775,2.0686,86,PVE
8108,7352748.5832,359231.2473,1.9633,37,DIVISA TERRENO
8109,7352752.3193,359224.6514,1.9740,37,DIVISA TERRENO
8110,7352761.9141,359210.4048,2.3000,86,PVE
8111,7352759.4132,359212.6439,2.2011,37,DIVISA TERRENO
8112,7352761.5357,359209.4965,2.2985,37,DIVISA TERRENO
8113,7352762.9605,359210.2243,2.2616,37,DIVISA TERRENO
8114,7352760.6781,359214.5124,2.1717,37,DIVISA TERRENO
8115,7352754.8137,359222.3067,2.0783,49,GERATRIZ SUPERIOR
8116,7352748.1952,359233.7610,2.0389,37,DIVISA TERRENO
8117,7352745.4596,359231.8545,2.0474,37,DIVISA TERRENO
8118,7352743.7391,359234.3796,2.0063,37,DIVISA TERRENO
8119,7352733.0618,359191.3518,1.9308,86,PVE
8120,7352733.9076,359191.8785,1.9469,91,RG 핯UA
8121,7352732.0019,359191.7576,1.6831,37,DIVISA TERRENO
8122,7352734.7145,359192.8549,1.6628,37,DIVISA TERRENO
8123,7352743.1476,359196.2833,1.7577,37,DIVISA TERRENO
8124,7352741.9651,359199.8498,1.7944,37,DIVISA TERRENO
8125,7352742.6509,359201.6284,1.8135,37,DIVISA TERRENO
8126,7352743.8205,359198.2587,1.7513,37,DIVISA TERRENO
8127,7352744.3130,359196.9605,1.7066,37,DIVISA TERRENO
8128,7352745.5847,359192.3613,1.7063,37,DIVISA TERRENO
8129,7352710.9933,359207.3872,2.2001,86,PVE
8130,7352712.3881,359204.6148,2.2759,37,DIVISA TERRENO
8131,7352711.9404,359208.0825,2.2681,37,DIVISA TERRENO
8132,7352711.8541,359203.8072,2.2366,37,DIVISA TERRENO
8133,7352711.3623,359206.3120,2.1816,37,DIVISA TERRENO
8134,7352709.1493,359215.3543,2.4682,37,DIVISA TERRENO
8135,7352710.4501,359207.8094,2.2002,37,DIVISA TERRENO
8136,7352706.2238,359206.4911,2.2060,86,PVE
8137,7352706.9757,359205.8871,2.1236,37,DIVISA TERRENO
8138,7352706.8966,359207.3109,2.1978,37,DIVISA TERRENO
8139,7352706.8717,359207.5200,2.2125,37,DIVISA TERRENO
8140,7352705.5538,359207.1646,2.2059,37,DIVISA TERRENO
8141,7352705.5689,359206.8318,2.1905,37,DIVISA TERRENO
8142,7352703.7330,359206.6569,2.3349,37,DIVISA TERRENO
8143,7352703.7665,359206.0124,2.1153,37,DIVISA TERRENO
8144,7352706.9786,359205.8874,2.1291,37,DIVISA TERRENO
8145,7352691.3507,359205.1221,2.0774,86,PVE
8146,7352692.3448,359205.3182,1.9901,91,RG 핯UA
8147,7352690.3478,359204.4055,1.9316,37,DIVISA TERRENO
8148,7352690.4296,359206.0515,1.8338,37,DIVISA TERRENO
8149,7352691.7054,359205.9471,1.9762,37,DIVISA TERRENO
8150,7352692.1757,359205.5973,1.9822,37,DIVISA TERRENO
8151,7352695.8200,359205.6203,1.8944,37,DIVISA TERRENO
8152,7352695.4660,359204.1843,1.9562,37,DIVISA TERRENO
8153,7352692.3008,359204.2673,1.9550,37,DIVISA TERRENO
8154,7352679.4814,359224.0204,2.0148,86,PVE
8155,7352680.0007,359224.5080,2.0381,91,RG 핯UA
8156,7352680.1348,359219.5370,1.9750,37,DIVISA TERRENO
8157,7352681.3501,359219.6312,1.9596,37,DIVISA TERRENO
8158,7352681.2196,359227.4809,2.0283,37,DIVISA TERRENO
8159,7352680.1182,359221.8549,1.9684,37,DIVISA TERRENO
8160,7352678.7655,359221.8412,1.9843,37,DIVISA TERRENO
8161,7352678.8464,359225.0393,1.9960,37,DIVISA TERRENO
8162,7352678.5344,359229.5795,2.0374,37,DIVISA TERRENO
8163,7352680.4746,359268.4489,2.3993,37,DIVISA TERRENO
8164,7352678.7617,359263.2075,2.3318,37,DIVISA TERRENO
8165,7352670.7228,359271.4342,2.5369,91,RG 핯UA
8166,7352669.7607,359270.4253,2.5217,37,DIVISA TERRENO
8167,7352670.7862,359270.4803,2.5261,91,RG 핯UA
8168,7352670.8061,359268.4830,2.6364,91,RG 핯UA
8169,7352669.7436,359268.5888,2.6146,91,RG 핯UA
8170,7352664.2470,359280.4131,2.3956,91,RG 핯UA
8171,7352664.2174,359280.4477,2.3950,91,RG 핯UA
8172,7352663.6025,359280.1634,2.4637,91,RG 핯UA
8173,7352663.2020,359280.7712,2.4974,91,RG 핯UA
8174,7352662.1928,359280.9926,2.5563,79,POSTE
8175,7352667.3144,359284.0747,2.7494,37,DIVISA TERRENO
8176,7352663.2712,359283.7883,2.4947,37,DIVISA TERRENO
8177,7352662.4426,359283.7003,2.8484,37,DIVISA TERRENO
8178,7352656.8025,359283.6432,3.1212,37,DIVISA TERRENO
8179,7352655.5447,359302.5960,3.1322,86,PVE
8180,7352655.1355,359303.2348,3.0837,37,DIVISA TERRENO
8181,7352654.7727,359309.8232,3.1429,37,DIVISA TERRENO
8182,7352645.2630,359302.1109,2.6390,86,PVE
8183,7352644.2811,359302.6127,2.6287,37,DIVISA TERRENO
8184,7352645.9399,359301.4735,2.5830,37,DIVISA TERRENO
8185,7352654.2713,359301.7993,3.0466,37,DIVISA TERRENO
8186,7352649.7614,359302.9211,2.8553,37,DIVISA TERRENO
8187,7352655.8484,359302.6693,3.1210,37,DIVISA TERRENO
8188,7352656.2577,359303.7550,3.1292,37,DIVISA TERRENO
8189,7352655.3569,359316.6236,3.1679,37,DIVISA TERRENO
8190,7352655.9887,359300.1985,3.0424,37,DIVISA TERRENO
8191,7352654.5108,359338.8018,3.2871,86,PVE
8192,7352647.6419,359302.5349,2.7035,48,GERATRIZ INFERIOR
8193,7352646.7524,359283.2032,2.6608,91,RG 핯UA
8194,7352645.5697,359283.7960,2.6595,37,DIVISA TERRENO
8195,7352647.4242,359283.7747,2.6727,37,DIVISA TERRENO
8196,7352644.7883,359299.7666,2.4373,37,DIVISA TERRENO
8197,7352671.6079,359221.8840,1.9479,91,RG 핯UA
8198,7352671.4404,359226.5746,1.8263,37,DIVISA TERRENO
8199,7352670.2216,359226.7279,1.7830,37,DIVISA TERRENO
8200,7352670.4130,359223.7875,1.7605,37,DIVISA TERRENO
8201,7352671.7150,359222.5066,1.9123,37,DIVISA TERRENO
8202,7352672.3351,359222.5382,1.9669,37,DIVISA TERRENO
8203,7352672.3930,359220.7303,2.2181,37,DIVISA TERRENO
8204,7352671.3028,359221.3821,1.9677,37,DIVISA TERRENO
8205,7352665.0258,359221.5366,1.8364,37,DIVISA TERRENO
8206,7352664.8204,359223.4460,1.7485,37,DIVISA TERRENO
8207,7352632.5790,359220.8665,1.8128,86,PVE
8208,7352634.7580,359271.9438,2.4961,80,POSTE FERRO
8209,7352640.6671,359271.5599,2.5736,37,DIVISA TERRENO
8210,7352635.1627,359271.6054,2.4811,37,DIVISA TERRENO
8211,7352633.6451,359270.6168,2.5056,37,DIVISA TERRENO
8212,7352634.8398,359257.7170,2.5830,37,DIVISA TERRENO
8213,7352632.9884,359255.3556,2.4149,37,DIVISA TERRENO
8214,7352628.7404,359270.9945,2.5783,37,DIVISA TERRENO
8215,7352626.7441,359270.8001,2.2715,37,DIVISA TERRENO
8216,7352619.4854,359270.9812,2.2888,37,DIVISA TERRENO
8217,7352627.1322,359271.2149,2.2570,91,RG 핯UA
8218,7352633.0384,359222.5292,1.6972,91,RG 핯UA
8219,7352631.9879,359229.6729,1.9232,37,DIVISA TERRENO
8220,7352631.5611,359222.1980,1.7164,37,DIVISA TERRENO
8221,7352631.1407,359218.1522,2.0192,37,DIVISA TERRENO
8222,7352632.4404,359219.1414,1.8827,37,DIVISA TERRENO
8223,7352637.6095,359218.5828,1.5890,37,DIVISA TERRENO
8224,7352625.7874,359236.2519,1.8841,86,PVE
8225,7352625.6138,359236.9620,1.7466,91,RG 핯UA
8226,7352627.5142,359245.3882,1.9114,37,DIVISA TERRENO
8227,7352627.0034,359237.3639,2.3002,37,DIVISA TERRENO
8228,7352626.3796,359230.5125,2.2919,37,DIVISA TERRENO
8229,7352624.6203,359234.5396,1.8247,37,DIVISA TERRENO
8230,7352624.8020,359244.7600,1.6160,37,DIVISA TERRENO
8231,7352651.3909,359281.6033,2.6789,37,DIVISA TERRENO
8232,7352645.6286,359281.3780,2.5944,37,DIVISA TERRENO
8233,7352644.0764,359282.3490,2.6131,37,DIVISA TERRENO
8234,7352638.3747,359282.1630,2.5992,37,DIVISA TERRENO
8235,7352644.6986,359281.7950,2.5974,91,RG 핯UA
8236,7352644.0861,359292.7227,2.5520,48,GERATRIZ INFERIOR
8237,7352643.2665,359296.3822,2.5439,37,DIVISA TERRENO
8238,7352643.8921,359287.1002,2.5649,37,DIVISA TERRENO
8239,7352611.2320,359271.5984,2.1835,37,DIVISA TERRENO
8240,7352605.5852,359271.8491,2.0871,37,DIVISA TERRENO
8241,7352604.4371,359271.9974,2.1083,37,DIVISA TERRENO
8242,7352600.4276,359272.1981,2.1369,37,DIVISA TERRENO
8243,7352595.4445,359271.6545,2.2026,37,DIVISA TERRENO
8244,7352590.0581,359271.8167,2.0057,37,DIVISA TERRENO
8245,7352588.1841,359272.2709,1.9543,37,DIVISA TERRENO
8246,7352582.2443,359272.3519,2.2409,37,DIVISA TERRENO
8247,7352589.2102,359272.2539,1.9581,91,RG 핯UA
8248,7352589.8096,359272.4978,1.9826,80,POSTE FERRO
8249,7352605.6042,359272.2627,2.0734,80,POSTE FERRO
8250,7352602.6318,359245.9053,1.8388,91,RG 핯UA
8251,7352602.5859,359249.0004,1.5073,37,DIVISA TERRENO
8252,7352599.8995,359249.3403,1.4275,37,DIVISA TERRENO
8253,7352599.1339,359238.4872,2.0305,37,DIVISA TERRENO
8254,7352601.6494,359237.9983,1.7241,37,DIVISA TERRENO
8255,7352601.8894,359239.4581,1.7972,37,DIVISA TERRENO
8256,7352602.6038,359239.4313,1.7974,37,DIVISA TERRENO
8257,7352604.0434,359248.5300,1.7942,37,DIVISA TERRENO
8258,7352603.6037,359257.4554,1.7035,37,DIVISA TERRENO
8259,7352604.9791,359263.5564,1.6871,37,DIVISA TERRENO
8260,7352587.9195,359267.5604,1.8369,37,DIVISA TERRENO
8261,7352589.7812,359267.6002,1.9584,37,DIVISA TERRENO
8262,7352593.7859,359237.1740,1.5105,37,DIVISA TERRENO
8263,7352592.9218,359224.0541,1.4435,37,DIVISA TERRENO
8264,7352592.3642,359223.2050,1.4245,37,DIVISA TERRENO
8265,7352594.4113,359217.8816,1.5335,37,DIVISA TERRENO
8266,7352595.5984,359226.3624,1.1346,37,DIVISA TERRENO
8267,7352601.0030,359225.3612,1.0481,37,DIVISA TERRENO
8268,7352593.4826,359223.3804,1.4454,86,PVE
8269,7352593.7735,359224.0299,1.4363,86,PVE
8270,7352415.3910,359312.6814,1.8201,37,DIVISA TERRENO
8271,7352416.1963,359321.3628,1.7234,37,DIVISA TERRENO
8272,7352414.1585,359312.0298,2.0627,37,DIVISA TERRENO
8273,7352414.7344,359319.5548,1.8861,37,DIVISA TERRENO
8274,7352415.6157,359320.6375,1.8800,86,PVE
8275,7352415.7339,359319.0999,1.8449,91,RG 핯UA
8276,7352413.7228,359294.0960,1.7431,37,DIVISA TERRENO
8277,7352412.5790,359293.0395,1.7863,37,DIVISA TERRENO
8278,7352411.3582,359281.7545,1.8725,37,DIVISA TERRENO
8279,7352406.7758,359282.0651,1.8122,37,DIVISA TERRENO
8280,7352412.5937,359283.1178,1.8241,37,DIVISA TERRENO
8281,7352416.9779,359282.7219,1.8067,37,DIVISA TERRENO
8282,7352411.9479,359282.3688,1.8700,91,RG 핯UA
8283,7352406.0593,359282.1219,1.8109,37,DIVISA TERRENO
8284,7352403.3275,359282.3585,1.8976,37,DIVISA TERRENO
8285,7352402.3603,359282.3182,1.8579,91,RG 핯UA
8286,7352397.2791,359282.2982,2.0693,37,DIVISA TERRENO
8287,7352392.1189,359282.7374,1.8705,37,DIVISA TERRENO
8288,7352403.5286,359284.1689,1.9391,37,DIVISA TERRENO
8289,7352402.8680,359285.8789,1.9854,37,DIVISA TERRENO
8290,7352403.0612,359288.9399,1.8325,37,DIVISA TERRENO
8291,7352404.2736,359301.6482,1.8292,37,DIVISA TERRENO
8292,7352405.0527,359311.4285,1.5322,37,DIVISA TERRENO
8293,7352404.3402,359314.1302,1.5492,37,DIVISA TERRENO
8294,7352403.3024,359314.1859,2.0006,37,DIVISA TERRENO
8295,7352404.6150,359311.5284,1.5795,91,RG 핯UA
8296,7352404.1852,359310.4867,1.6066,86,PVE
8297,7352402.3772,359295.3495,1.9199,37,DIVISA TERRENO
8298,7352401.4375,359286.8641,2.3279,37,DIVISA TERRENO
8299,7352397.8899,359287.0562,2.3949,37,DIVISA TERRENO
8300,7352406.0032,359271.7166,1.8065,37,DIVISA TERRENO
8301,7352402.5133,359271.9347,1.7760,37,DIVISA TERRENO
8302,7352401.2683,359272.0404,1.7413,37,DIVISA TERRENO
8303,7352397.8290,359272.3293,1.8805,37,DIVISA TERRENO
8304,7352397.3890,359274.8460,1.7936,37,DIVISA TERRENO
8305,7352394.2834,359275.3450,1.8344,37,DIVISA TERRENO
8306,7352394.0001,359274.0105,1.9284,37,DIVISA TERRENO
8307,7352397.2739,359273.4541,1.8388,37,DIVISA TERRENO
8308,7352397.8983,359274.3866,1.8340,37,DIVISA TERRENO
8309,7352401.8026,359272.4606,1.8041,37,DIVISA TERRENO
8310,7352386.5805,359285.6771,1.9052,37,DIVISA TERRENO
8311,7352389.9801,359285.1197,1.8776,37,DIVISA TERRENO
8312,7352391.0493,359294.0013,1.7595,37,DIVISA TERRENO
8313,7352392.9710,359293.8647,1.7336,37,DIVISA TERRENO
8314,7352391.0843,359294.0743,1.7900,37,DIVISA TERRENO
8315,7352391.5329,359297.3257,1.6932,37,DIVISA TERRENO
8316,7352393.1567,359298.7026,1.7481,37,DIVISA TERRENO
8317,7352393.5990,359303.0915,1.7605,37,DIVISA TERRENO
8318,7352393.1280,359303.7655,2.0058,37,DIVISA TERRENO
8319,7352392.4923,359307.8520,1.9373,37,DIVISA TERRENO
8320,7352393.5911,359315.0287,1.8641,37,DIVISA TERRENO
8321,7352394.7804,359314.7024,1.8717,37,DIVISA TERRENO
8322,7352393.1379,359311.8424,1.7697,91,RG 핯UA
8323,7352392.6220,359301.6970,1.6644,86,PVE
8324,7352390.2808,359283.7948,1.8633,91,RG 핯UA
8325,7352389.2359,359276.0756,1.7790,37,DIVISA TERRENO
8326,7352383.5472,359277.1657,1.7927,37,DIVISA TERRENO
8327,7352382.4383,359277.3560,1.7797,37,DIVISA TERRENO
8328,7352379.2865,359278.0467,1.8476,37,DIVISA TERRENO
8329,7352382.6471,359272.6442,1.7282,37,DIVISA TERRENO
8330,7352380.8756,359270.4028,1.7090,37,DIVISA TERRENO
8331,7352376.3743,359250.7854,1.8015,37,DIVISA TERRENO
8332,7352377.7910,359250.6801,1.5886,37,DIVISA TERRENO
8333,7352374.5037,359240.8937,1.5412,37,DIVISA TERRENO
8334,7352375.9310,359241.5216,1.6395,37,DIVISA TERRENO
8335,7352374.4793,359239.2994,1.5637,37,DIVISA TERRENO
8336,7352375.0949,359239.1790,1.5714,37,DIVISA TERRENO
8337,7352375.2760,359240.9906,1.6517,86,PVE
8338,7352375.7714,359240.1404,1.5376,91,RG 핯UA
8339,7352383.3562,359277.9850,1.7696,91,RG 핯UA
8340,7352375.7407,359279.5775,1.7504,37,DIVISA TERRENO
8341,7352371.0423,359281.3041,1.8556,37,DIVISA TERRENO
8342,7352369.8363,359281.6791,1.7104,37,DIVISA TERRENO
8343,7352366.4158,359283.1512,1.9234,37,DIVISA TERRENO
8344,7352367.5788,359272.3654,1.7585,37,DIVISA TERRENO
8345,7352364.6909,359268.9823,1.6455,37,DIVISA TERRENO
8346,7352365.5270,359267.1196,1.6412,37,DIVISA TERRENO
8347,7352363.1314,359260.7204,1.3388,37,DIVISA TERRENO
8348,7352362.2657,359262.2580,1.4897,37,DIVISA TERRENO
8349,7352361.3024,359259.8676,1.5436,37,DIVISA TERRENO
8350,7352362.5150,359260.3701,1.3003,86,PVE
8351,7352370.2711,359281.9163,1.6881,91,RG 핯UA
8352,7352366.8930,359258.5286,1.4671,86,PVE
8353,7352366.0719,359258.2226,1.4907,37,DIVISA TERRENO
8354,7352367.8663,359259.0324,1.5039,37,DIVISA TERRENO
8355,7352367.6762,359258.4227,1.5286,37,DIVISA TERRENO
8356,7352361.7957,359259.6594,1.3579,37,DIVISA TERRENO
8357,7352361.7499,359246.9412,1.1857,37,DIVISA TERRENO
8358,7352363.6026,359247.9743,1.5750,37,DIVISA TERRENO
8359,7352363.1156,359248.9985,1.4971,86,PVE
8360,7352362.4510,359248.5158,1.4995,91,RG 핯UA
8361,7352401.9612,359266.4275,1.7449,37,DIVISA TERRENO
